Date,Lon,Lat,Temperature
16/08/2007,-9.79,52.15,15.22
16/08/2007,-9.79,52.15,15.52
20/09/2007,-9.79,52.15,14.79
20/09/2007,-9.79,52.15,15.12
28/06/2007,-9.82,52.15,15.13
16/08/2007,-9.82,52.15,13.13
20/09/2007,-9.82,52.15,14.98
20/09/2007,-9.82,52.15,15.18
13/03/2007,-9.76,52.26,8.57
13/03/2007,-9.76,52.26,9.9
25/06/2007,-9.76,52.26,15.8
23/07/2007,-9.76,52.26,17.35
23/07/2007,-9.76,52.26,17.49
04/09/2007,-9.76,52.26,17.45
04/09/2007,-9.76,52.26,17.66
25/06/2007,-9.79,52.26,16.47
23/07/2007,-9.79,52.26,17.17
04/09/2007,-9.79,52.26,17.59
25/06/2007,-9.82,52.26,16.5
23/07/2007,-9.82,52.26,17.22
04/09/2007,-9.82,52.26,17.43
13/03/2007,-9.79,52.27,9.51
13/03/2007,-9.79,52.27,9.89
25/06/2007,-9.79,52.27,16.33
23/07/2007,-9.79,52.27,17.41
04/09/2007,-9.79,52.27,17.42
13/03/2007,-9.82,52.27,10.09
13/03/2007,-9.82,52.27,10.2
25/06/2007,-9.82,52.27,16.3
23/07/2007,-9.82,52.27,17.01
04/09/2007,-9.82,52.27,17.54
13/03/2007,-9.86,52.27,8.63
13/03/2007,-9.86,52.27,9.08
25/06/2007,-9.86,52.27,16.08
23/07/2007,-9.86,52.27,16.91
04/09/2007,-9.86,52.27,16.95
23/07/2007,-9.88,52.27,16.84
04/09/2007,-9.88,52.27,16.77
23/05/2007,-6.43,52.31,16
23/07/2007,-6.43,52.31,17.3
30/07/2007,-6.43,52.31,21
06/12/2007,-6.43,52.31,11.5
10/12/2007,-6.43,52.31,5.7
30/05/2007,-7.01,52.31,15.6
06/06/2007,-7.01,52.31,17.2
24/07/2007,-7.01,52.31,16.1
31/07/2007,-7.01,52.31,16.7
05/12/2007,-7.01,52.31,8.3
11/12/2007,-7.01,52.31,6
05/12/2007,-6.97,52.37,8.2
11/12/2007,-6.97,52.37,6.1
12/03/2007,-9.68,52.48,7.54
26/06/2007,-9.68,52.48,14.82
24/07/2007,-9.68,52.48,16.26
24/07/2007,-9.68,52.48,16.34
03/09/2007,-9.68,52.48,15.81
26/06/2007,-9.7,52.49,15.08
24/07/2007,-9.7,52.49,16.24
24/07/2007,-9.7,52.49,16.01
03/09/2007,-9.7,52.49,15.79
14/03/2007,-9.29,52.58,8.38
27/06/2007,-9.29,52.58,15.47
26/07/2007,-9.29,52.58,16.72
06/09/2007,-9.29,52.58,16.34
